"td_player_id","player_name","pass_attempts","completions","passing_yards","passing_tds","interceptions","rush_attempts","rushing_yards","rushing_tds","receptions","fumbles","games_played"
NA,"T.Brady",33,24,134,0,0,0,0,0,24,1,10
NA,"T.Brady",4,2,34,0,0,0,0,0,2,0,2
NA,"T.Brady",11,7,66,0,1,0,0,0,7,0,6
NA,"T.Brady",151,96,1059,0,2,0,0,0,96,3,17
NA,"T.Brady",35,19,267,0,0,0,0,0,19,0,6
NA,"T.Brady",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Brady",51,28,304,0,0,0,0,0,28,0,11
NA,"T.Brady",39,25,324,0,0,0,0,0,25,0,11
NA,"T.Brady",10,7,58,0,0,0,0,0,7,0,2
NA,"T.Brady",9,7,94,0,0,0,0,0,7,0,3
NA,"T.Brady",94,71,606,0,1,0,0,0,71,0,16
NA,"T.Brady",2,1,5,0,0,0,0,0,1,0,1
NA,"T.Brady",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Brady",10,6,75,0,0,0,0,0,6,0,9
NA,"T.Brady",4,2,20,0,0,0,0,0,2,0,4
NA,"T.Brady",22,12,71,0,0,0,0,0,12,1,15
NA,"T.Brady",3,3,30,0,0,0,0,0,3,0,1
NA,"T.Brady",238,200,1390,0,1,0,0,0,200,1,48
NA,"T.Brady",18,14,96,0,0,0,0,0,14,0,7
NA,"T.Brady",372,215,3025,0,14,0,0,0,215,1,54
NA,"T.Brady",18,12,123,0,1,0,0,0,12,0,7
NA,"T.Brady",50,26,214,0,1,0,0,0,26,0,9
NA,"T.Brady",29,12,109,0,1,0,0,0,12,0,8
NA,"T.Brady",39,24,252,0,0,0,0,0,24,0,16
NA,"T.Brady",53,24,243,0,1,0,0,0,24,0,12
NA,"T.Brady",40,29,308,0,0,0,0,0,29,1,14
NA,"T.Brady",74,47,415,0,1,0,0,0,47,1,14
NA,"T.Brady",181,101,1465,0,3,0,0,0,101,1,33
NA,"T.Brady",8,5,104,0,0,0,0,0,5,0,4
NA,"T.Brady",56,37,192,0,1,0,0,0,37,2,25
NA,"T.Brady",62,52,307,0,0,0,0,0,52,1,15
NA,"T.Brady",22,14,103,0,0,0,0,0,14,0,10
NA,"T.Brady",106,64,696,0,4,0,0,0,64,0,33
NA,"T.Brady",8,3,41,0,0,0,0,0,3,0,5
NA,"T.Brady",80,50,540,0,0,0,0,0,50,0,30
NA,"T.Brady",203,0,0,0,1,21,121,0,0,10,67
NA,"T.Bray",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Bray",2,0,0,0,0,0,0,0,0,0,1
NA,"T.Bray",1,1,18,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",7,4,23,0,0,0,0,0,4,0,8
NA,"T.Bridgewater",2,0,0,0,0,0,0,0,0,0,2
NA,"T.Bridgewater",1,1,2,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",30,25,175,0,1,0,0,0,25,0,5
NA,"T.Bridgewater",31,26,258,0,0,0,0,0,26,1,11
NA,"T.Bridgewater",3,2,7,0,0,0,0,0,2,0,2
NA,"T.Bridgewater",2,2,28,0,0,0,0,0,2,0,1
NA,"T.Bridgewater",7,6,52,0,0,0,0,0,6,0,6
NA,"T.Bridgewater",18,16,137,0,1,0,0,0,16,0,3
NA,"T.Bridgewater",80,65,715,0,0,0,0,0,65,1,14
NA,"T.Bridgewater",78,47,587,0,2,0,0,0,47,0,14
NA,"T.Bridgewater",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Bridgewater",1,1,-7,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",100,52,847,0,6,0,0,0,52,0,15
NA,"T.Bridgewater",1,1,9,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",4,1,-3,0,0,0,0,0,1,0,4
NA,"T.Bridgewater",1,1,6,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",10,7,46,0,1,0,0,0,7,0,6
NA,"T.Bridgewater",29,19,143,0,2,0,0,0,19,1,13
NA,"T.Bridgewater",1,0,0,0,1,0,0,0,0,0,1
NA,"T.Bridgewater",20,11,118,0,0,0,0,0,11,0,5
NA,"T.Bridgewater",13,9,103,0,0,0,0,0,9,0,6
NA,"T.Bridgewater",44,32,365,0,1,0,0,0,32,1,8
NA,"T.Bridgewater",14,6,136,0,1,0,0,0,6,1,4
NA,"T.Bridgewater",42,32,244,0,0,0,0,0,32,0,12
NA,"T.Bridgewater",3,2,22,0,0,0,0,0,2,0,1
NA,"T.Bridgewater",10,5,74,0,0,0,0,0,5,0,3
NA,"T.Bridgewater",14,11,137,0,0,0,0,0,11,0,8
NA,"T.Bridgewater",2,1,13,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Bridgewater",14,13,108,0,0,0,0,0,13,0,7
NA,"T.Bridgewater",2,2,22,0,0,0,0,0,2,0,2
NA,"T.Bridgewater",66,55,342,0,1,0,0,0,55,0,12
NA,"T.Bridgewater",8,5,60,0,1,0,0,0,5,0,3
NA,"T.Bridgewater",27,19,138,0,0,0,0,0,19,0,12
NA,"T.Bridgewater",59,46,571,0,0,0,0,0,46,0,6
NA,"T.Bridgewater",64,47,466,0,0,0,0,0,47,0,13
NA,"T.Bridgewater",8,5,73,0,0,0,0,0,5,0,5
NA,"T.Bridgewater",116,83,888,0,1,0,0,0,83,1,15
NA,"T.Bridgewater",1,1,15,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Bridgewater",7,5,44,0,0,0,0,0,5,0,3
NA,"T.Bridgewater",11,9,59,0,0,0,0,0,9,0,6
NA,"T.Bridgewater",6,4,31,0,0,0,0,0,4,0,3
NA,"T.Bridgewater",4,3,16,0,0,0,0,0,3,0,3
NA,"T.Bridgewater",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Bridgewater",22,10,120,0,1,0,0,0,10,0,5
NA,"T.Bridgewater",29,21,330,0,0,0,0,0,21,0,7
NA,"T.Bridgewater",59,38,498,0,1,0,0,0,38,0,14
NA,"T.Bridgewater",10,5,57,0,1,0,0,0,5,0,3
NA,"T.Bridgewater",2,2,35,0,0,0,0,0,2,0,1
NA,"T.Bridgewater",5,2,15,0,0,0,0,0,2,0,3
NA,"T.Bridgewater",2,1,6,0,0,0,0,0,1,0,1
NA,"T.Bridgewater",136,0,0,0,0,63,393,0,0,5,41
NA,"T.DeVito",18,15,165,0,0,0,0,0,15,0,8
NA,"T.DeVito",27,18,218,0,1,0,0,0,18,0,7
NA,"T.DeVito",8,4,40,0,0,0,0,0,4,0,2
NA,"T.DeVito",5,4,15,0,0,0,0,0,4,0,2
NA,"T.DeVito",8,3,36,0,0,0,0,0,3,0,5
NA,"T.DeVito",3,3,12,0,0,0,0,0,3,0,1
NA,"T.DeVito",19,11,153,0,2,0,0,0,11,1,7
NA,"T.DeVito",2,1,9,0,0,0,0,0,1,0,2
NA,"T.DeVito",6,4,22,0,0,0,0,0,4,0,5
NA,"T.DeVito",3,3,14,0,0,0,0,0,3,0,3
NA,"T.DeVito",23,14,88,0,0,0,0,0,14,0,8
NA,"T.DeVito",9,2,11,0,0,0,0,0,2,0,3
NA,"T.DeVito",29,24,208,0,0,0,0,0,24,0,8
NA,"T.DeVito",47,0,0,0,0,22,123,0,0,1,9
NA,"T.Heinicke",2,0,0,0,0,0,0,0,0,0,1
NA,"T.Heinicke",75,58,345,0,0,0,0,0,58,1,25
NA,"T.Heinicke",51,35,350,0,2,0,0,0,35,0,16
NA,"T.Heinicke",5,4,41,0,0,0,0,0,4,0,2
NA,"T.Heinicke",32,20,120,0,1,0,0,0,20,0,11
NA,"T.Heinicke",4,4,12,0,0,0,0,0,4,0,3
NA,"T.Heinicke",44,30,308,0,1,0,0,0,30,0,13
NA,"T.Heinicke",42,24,300,0,2,0,0,0,24,0,17
NA,"T.Heinicke",4,0,0,0,0,0,0,0,0,0,3
NA,"T.Heinicke",28,13,192,0,0,0,0,0,13,0,13
NA,"T.Heinicke",2,0,0,0,1,0,0,0,0,0,1
NA,"T.Heinicke",35,18,235,0,2,0,0,0,18,0,12
NA,"T.Heinicke",15,8,117,0,1,0,0,0,8,0,4
NA,"T.Heinicke",15,10,93,0,0,0,0,0,10,1,10
NA,"T.Heinicke",2,0,0,0,0,0,0,0,0,0,2
NA,"T.Heinicke",29,22,226,0,1,0,0,0,22,0,15
NA,"T.Heinicke",23,13,202,0,1,0,0,0,13,0,6
NA,"T.Heinicke",61,47,384,0,1,0,0,0,47,0,14
NA,"T.Heinicke",11,10,73,0,0,0,0,0,10,0,6
NA,"T.Heinicke",18,9,73,0,1,0,0,0,9,0,4
NA,"T.Heinicke",1,1,8,0,0,0,0,0,1,0,1
NA,"T.Heinicke",4,3,9,0,0,0,0,0,3,0,2
NA,"T.Heinicke",12,7,140,0,1,0,0,0,7,0,4
NA,"T.Heinicke",18,9,120,0,0,0,0,0,9,0,5
NA,"T.Heinicke",63,38,413,0,2,1,1,0,38,1,14
NA,"T.Heinicke",6,5,63,0,0,0,0,0,5,0,2
NA,"T.Heinicke",1,1,14,0,0,0,0,0,1,0,1
NA,"T.Heinicke",40,23,176,0,0,0,0,0,23,0,9
NA,"T.Heinicke",2,2,21,0,0,0,0,0,2,0,2
NA,"T.Heinicke",7,5,57,0,0,0,0,0,5,0,2
NA,"T.Heinicke",5,4,17,0,0,0,0,0,4,0,3
NA,"T.Heinicke",1,1,-2,0,0,0,0,0,1,0,1
NA,"T.Heinicke",193,119,1581,0,6,0,0,0,119,0,26
NA,"T.Heinicke",17,8,70,0,0,0,0,0,8,0,4
NA,"T.Heinicke",5,4,22,0,0,0,0,0,4,0,2
NA,"T.Heinicke",101,0,0,0,1,72,510,0,0,10,31
NA,"T.Hill",38,25,200,0,1,0,0,0,25,0,12
NA,"T.Hill",2,2,6,0,0,0,0,0,2,0,2
NA,"T.Hill",12,11,95,0,0,0,0,0,11,1,8
NA,"T.Hill",7,5,96,0,0,0,0,0,5,0,7
NA,"T.Hill",14,9,129,0,2,0,0,0,9,0,7
NA,"T.Hill",1,1,6,0,0,0,0,0,1,0,1
NA,"T.Hill",16,12,120,0,0,0,0,0,12,0,4
NA,"T.Hill",1,1,5,0,0,0,0,0,1,0,1
NA,"T.Hill",1,1,9,0,0,0,0,0,1,1,1
NA,"T.Hill",12,6,59,0,0,0,0,0,6,0,6
NA,"T.Hill",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Hill",2,2,1,0,0,0,0,0,2,0,3
NA,"T.Hill",12,8,105,0,0,0,0,0,8,0,11
NA,"T.Hill",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Hill",5,0,0,0,1,0,0,0,0,0,1
NA,"T.Hill",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Hill",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Hill",4,4,77,0,0,0,0,0,4,0,3
NA,"T.Hill",6,6,32,0,0,0,0,0,6,0,4
NA,"T.Hill",31,17,272,0,0,0,0,0,17,0,7
NA,"T.Hill",4,3,6,0,0,0,0,0,3,0,2
NA,"T.Hill",43,35,415,0,1,0,0,0,35,0,10
NA,"T.Hill",12,7,102,0,0,0,0,0,7,0,4
NA,"T.Hill",1,1,44,0,0,0,0,0,1,0,1
NA,"T.Hill",2,2,22,0,0,0,0,0,2,0,2
NA,"T.Hill",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Hill",9,4,9,0,0,0,0,0,4,0,2
NA,"T.Hill",29,16,224,0,1,0,0,0,16,1,9
NA,"T.Hill",38,0,0,0,0,37,312,0,0,5,28
NA,"T.Hudson",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Huntley",4,3,23,0,0,0,0,0,3,0,1
NA,"T.Huntley",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Huntley",26,19,158,0,0,0,0,0,19,0,8
NA,"T.Huntley",16,16,65,0,0,0,0,0,16,0,6
NA,"T.Huntley",11,5,58,0,1,0,0,0,5,0,5
NA,"T.Huntley",22,18,130,0,1,0,0,0,18,2,5
NA,"T.Huntley",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Huntley",1,1,13,0,0,0,0,0,1,0,1
NA,"T.Huntley",17,13,86,0,0,0,0,0,13,0,6
NA,"T.Huntley",9,6,64,0,0,0,0,0,6,0,4
NA,"T.Huntley",18,10,67,0,0,0,0,0,10,1,7
NA,"T.Huntley",14,8,62,0,0,0,0,0,8,1,7
NA,"T.Huntley",5,3,17,0,0,0,0,0,3,0,3
NA,"T.Huntley",4,4,18,0,0,0,0,0,4,0,2
NA,"T.Huntley",2,1,-1,0,0,0,0,0,1,0,1
NA,"T.Huntley",5,3,4,0,0,0,0,0,3,0,2
NA,"T.Huntley",3,1,16,0,0,0,0,0,1,0,1
NA,"T.Huntley",98,64,789,0,5,0,0,0,64,0,14
NA,"T.Huntley",2,1,4,0,0,0,0,0,1,0,2
NA,"T.Huntley",41,21,157,0,1,0,0,0,21,0,6
NA,"T.Huntley",5,5,39,0,0,0,0,0,5,0,1
NA,"T.Huntley",2,1,2,0,0,0,0,0,1,0,2
NA,"T.Huntley",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Huntley",5,2,-1,0,0,0,0,0,2,0,4
NA,"T.Huntley",31,20,217,0,0,0,0,0,20,1,6
NA,"T.Huntley",11,5,100,0,0,0,0,0,5,0,5
NA,"T.Huntley",4,2,16,0,0,0,0,0,2,0,2
NA,"T.Huntley",2,2,7,0,0,0,0,0,2,0,1
NA,"T.Huntley",41,0,0,0,0,50,363,0,0,3,14
NA,"T.Kelce",1,1,4,0,0,0,0,0,1,0,1
NA,"T.Kelce",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Lance",14,9,191,0,0,0,0,0,9,0,6
NA,"T.Lance",1,1,4,0,0,0,0,0,1,0,1
NA,"T.Lance",28,9,113,0,0,0,0,0,9,0,5
NA,"T.Lance",3,3,22,0,0,0,0,0,3,0,2
NA,"T.Lance",4,1,29,0,1,0,0,0,1,0,2
NA,"T.Lance",1,1,6,0,0,0,0,0,1,0,1
NA,"T.Lance",8,6,87,0,1,0,0,0,6,0,2
NA,"T.Lance",3,3,13,0,0,0,0,0,3,0,2
NA,"T.Lance",10,7,68,0,0,0,0,0,7,0,4
NA,"T.Lance",7,5,45,0,0,0,0,0,5,0,2
NA,"T.Lance",4,3,36,0,0,0,0,0,3,0,2
NA,"T.Lance",2,1,20,0,0,0,0,0,1,0,1
NA,"T.Lance",3,0,0,0,1,0,0,0,0,0,1
NA,"T.Lance",2,1,9,0,0,0,0,0,1,0,1
NA,"T.Lance",3,1,12,0,0,0,0,0,1,0,2
NA,"T.Lance",10,0,0,0,0,15,108,0,0,0,4
NA,"T.Lawrence",5,2,21,0,0,0,0,0,2,0,4
NA,"T.Lawrence",21,12,65,0,0,0,0,0,12,0,9
NA,"T.Lawrence",234,143,1815,0,7,0,0,0,143,3,31
NA,"T.Lawrence",16,11,91,0,0,0,0,0,11,0,14
NA,"T.Lawrence",117,62,827,0,3,0,0,0,62,2,16
NA,"T.Lawrence",51,34,421,0,0,0,0,0,34,0,16
NA,"T.Lawrence",21,5,101,0,1,0,0,0,5,0,3
NA,"T.Lawrence",11,9,134,0,0,0,0,0,9,0,7
NA,"T.Lawrence",20,12,86,0,0,0,0,0,12,0,9
NA,"T.Lawrence",1,0,0,0,1,0,0,0,0,0,1
NA,"T.Lawrence",4,3,38,0,0,0,0,0,3,0,2
NA,"T.Lawrence",234,174,1596,0,5,0,0,0,174,2,35
NA,"T.Lawrence",87,57,508,0,1,1,0,0,57,3,28
NA,"T.Lawrence",2,0,0,0,0,0,0,0,0,0,2
NA,"T.Lawrence",26,17,97,0,0,0,0,0,17,0,12
NA,"T.Lawrence",13,8,54,0,1,0,0,0,8,0,5
NA,"T.Lawrence",3,2,10,0,1,0,0,0,2,0,2
NA,"T.Lawrence",35,24,244,0,0,0,0,0,24,0,7
NA,"T.Lawrence",56,39,265,0,0,0,0,0,39,2,19
NA,"T.Lawrence",28,22,241,0,1,0,0,0,22,1,20
NA,"T.Lawrence",100,63,619,0,2,0,0,0,63,1,16
NA,"T.Lawrence",50,32,432,0,1,0,0,0,32,0,12
NA,"T.Lawrence",201,115,1320,0,4,0,0,0,115,1,35
NA,"T.Lawrence",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Lawrence",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Lawrence",17,12,89,0,1,0,0,0,12,1,5
NA,"T.Lawrence",4,3,16,0,1,0,0,0,3,0,2
NA,"T.Lawrence",36,23,206,0,3,0,0,0,23,0,11
NA,"T.Lawrence",5,1,6,0,2,0,0,0,1,1,5
NA,"T.Lawrence",113,90,726,0,0,0,0,0,90,1,33
NA,"T.Lawrence",5,2,16,0,1,0,0,0,2,0,4
NA,"T.Lawrence",17,9,65,0,0,0,0,0,9,0,11
NA,"T.Lawrence",194,118,1120,0,6,0,0,0,118,1,27
NA,"T.Lawrence",148,0,0,0,1,99,803,0,0,21,51
NA,"T.Long",1,0,0,0,0,0,0,0,0,0,1
NA,"T.McSorley",1,1,6,0,0,0,0,0,1,0,1
NA,"T.McSorley",11,5,54,0,3,0,0,0,5,0,3
NA,"T.McSorley",2,1,10,0,0,0,0,0,1,0,1
NA,"T.McSorley",1,0,0,0,0,0,0,0,0,0,1
NA,"T.McSorley",1,1,7,0,0,0,0,0,1,0,1
NA,"T.McSorley",16,4,32,0,1,0,0,0,4,0,2
NA,"T.McSorley",1,0,0,0,0,0,0,0,0,0,1
NA,"T.McSorley",13,12,115,0,0,0,0,0,12,0,2
NA,"T.McSorley",11,9,65,0,0,0,0,0,9,0,2
NA,"T.McSorley",2,1,-3,0,0,0,0,0,1,0,1
NA,"T.McSorley",1,0,0,0,0,0,0,0,0,0,1
NA,"T.McSorley",12,4,59,0,0,0,0,0,4,1,6
NA,"T.McSorley",1,0,0,0,0,0,0,0,0,0,1
NA,"T.McSorley",2,0,0,0,0,0,0,0,0,0,1
NA,"T.McSorley",9,7,69,0,0,0,0,0,7,0,4
NA,"T.McSorley",1,1,5,0,0,0,0,0,1,0,1
NA,"T.McSorley",1,1,13,0,0,0,0,0,1,0,1
NA,"T.McSorley",9,0,0,0,1,6,42,0,0,1,7
NA,"T.Morstead",1,1,18,0,0,0,0,0,1,0,1
NA,"T.Siemian",12,8,79,0,0,0,0,0,8,0,3
NA,"T.Siemian",6,2,16,0,0,0,0,0,2,1,3
NA,"T.Siemian",1,1,10,0,0,0,0,0,1,0,1
NA,"T.Siemian",23,13,112,0,1,0,0,0,13,0,4
NA,"T.Siemian",1,1,8,0,0,0,0,0,1,0,1
NA,"T.Siemian",30,25,148,0,0,0,0,0,25,0,5
NA,"T.Siemian",5,2,51,0,0,0,0,0,2,0,1
NA,"T.Siemian",6,3,27,0,1,0,0,0,3,1,1
NA,"T.Siemian",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Siemian",1,1,33,0,0,0,0,0,1,0,1
NA,"T.Siemian",28,16,187,0,1,0,0,0,16,0,6
NA,"T.Siemian",4,3,34,0,0,0,0,0,3,0,1
NA,"T.Siemian",2,1,12,0,0,0,0,0,1,0,1
NA,"T.Siemian",2,1,-1,0,0,0,0,0,1,0,1
NA,"T.Siemian",1,1,6,0,0,0,0,0,1,0,1
NA,"T.Siemian",2,1,7,0,0,0,0,0,1,0,1
NA,"T.Siemian",2,2,26,0,0,0,0,0,2,0,1
NA,"T.Siemian",34,19,189,0,0,0,0,0,19,0,5
NA,"T.Siemian",9,6,38,0,0,0,0,0,6,0,2
NA,"T.Siemian",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Siemian",5,2,28,0,1,0,0,0,2,0,3
NA,"T.Siemian",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Siemian",5,2,36,0,0,0,0,0,2,0,3
NA,"T.Siemian",4,3,28,0,0,0,0,0,3,0,2
NA,"T.Siemian",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Siemian",4,1,22,0,0,0,0,0,1,0,1
NA,"T.Siemian",3,1,38,0,0,0,0,0,1,0,2
NA,"T.Siemian",4,2,28,0,0,0,0,0,2,0,2
NA,"T.Siemian",2,2,4,0,0,0,0,0,2,0,1
NA,"T.Siemian",5,3,47,0,0,0,0,0,3,0,2
NA,"T.Siemian",19,7,91,0,0,0,0,0,7,0,5
NA,"T.Siemian",21,15,107,0,0,0,0,0,15,0,3
NA,"T.Siemian",1,1,8,0,0,0,0,0,1,0,1
NA,"T.Siemian",1,1,20,0,0,0,0,0,1,0,1
NA,"T.Siemian",4,1,4,0,1,0,0,0,1,0,2
NA,"T.Siemian",0,0,0,0,0,0,0,0,0,0,1
NA,"T.Siemian",0,0,0,0,0,0,0,0,0,0,1
NA,"T.Siemian",23,15,124,0,0,0,0,0,15,0,5
NA,"T.Siemian",2,1,15,0,0,0,0,0,1,0,1
NA,"T.Siemian",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Siemian",10,7,36,0,0,0,0,0,7,0,4
NA,"T.Siemian",29,18,205,0,0,0,0,0,18,0,6
NA,"T.Siemian",1,1,3,0,0,0,0,0,1,0,1
NA,"T.Siemian",1,1,5,0,0,0,0,0,1,0,1
NA,"T.Siemian",20,8,84,0,1,0,0,0,8,0,5
NA,"T.Siemian",44,0,0,0,0,9,46,0,0,6,13
NA,"T.Tagovailoa",3,1,13,0,0,0,0,0,1,0,2
NA,"T.Tagovailoa",34,24,184,0,0,0,0,0,24,0,19
NA,"T.Tagovailoa",20,12,135,0,0,0,0,0,12,0,11
NA,"T.Tagovailoa",28,18,155,0,1,0,0,0,18,0,7
NA,"T.Tagovailoa",32,26,227,0,1,0,0,0,26,1,13
NA,"T.Tagovailoa",3,2,17,0,0,0,0,0,2,1,2
NA,"T.Tagovailoa",1,1,8,0,0,0,0,0,1,0,1
NA,"T.Tagovailoa",6,3,23,0,1,0,0,0,3,0,4
NA,"T.Tagovailoa",12,7,61,0,0,0,0,0,7,0,5
NA,"T.Tagovailoa",55,31,403,0,1,0,0,0,31,0,19
NA,"T.Tagovailoa",39,26,204,0,0,0,0,0,26,0,12
NA,"T.Tagovailoa",5,4,41,0,0,0,0,0,4,0,3
NA,"T.Tagovailoa",89,47,604,0,0,0,0,0,47,1,15
NA,"T.Tagovailoa",111,92,869,0,1,0,0,0,92,1,41
NA,"T.Tagovailoa",3,2,17,0,0,0,0,0,2,0,1
NA,"T.Tagovailoa",1,0,0,0,0,0,0,0,0,0,2
NA,"T.Tagovailoa",2,1,8,0,0,0,0,0,1,0,3
NA,"T.Tagovailoa",23,14,141,0,0,0,0,0,14,0,10
NA,"T.Tagovailoa",34,20,224,0,1,0,0,0,20,0,8
NA,"T.Tagovailoa",10,6,48,0,0,0,0,0,6,1,6
NA,"T.Tagovailoa",276,185,2509,0,8,0,0,0,185,2,40
NA,"T.Tagovailoa",31,20,141,0,1,0,0,0,20,0,13
NA,"T.Tagovailoa",35,27,212,0,2,0,0,0,27,0,5
NA,"T.Tagovailoa",2,2,6,0,0,0,0,0,2,0,2
NA,"T.Tagovailoa",48,35,200,0,0,0,0,0,35,0,17
NA,"T.Tagovailoa",138,88,932,0,4,0,0,0,88,0,33
NA,"T.Tagovailoa",35,17,212,0,1,0,0,0,17,1,16
NA,"T.Tagovailoa",7,5,39,0,0,0,0,0,5,0,5
NA,"T.Tagovailoa",12,10,74,0,0,0,0,0,10,0,8
NA,"T.Tagovailoa",1,1,8,0,0,0,0,0,1,0,1
NA,"T.Tagovailoa",14,7,75,0,0,0,0,0,7,0,4
NA,"T.Tagovailoa",5,3,58,0,1,0,0,0,3,0,4
NA,"T.Tagovailoa",21,15,234,0,0,0,0,0,15,0,10
NA,"T.Tagovailoa",54,39,268,0,2,0,0,0,39,2,24
NA,"T.Tagovailoa",43,30,206,0,0,0,0,0,30,0,18
NA,"T.Tagovailoa",284,190,2416,0,9,0,0,0,190,1,30
NA,"T.Tagovailoa",2,1,7,0,0,0,0,0,1,0,1
NA,"T.Tagovailoa",31,21,243,0,0,0,0,0,21,0,13
NA,"T.Tagovailoa",132,0,0,0,0,62,403,0,0,13,50
NA,"T.Taylor",2,2,23,0,0,0,0,0,2,0,1
NA,"T.Taylor",3,2,17,0,0,0,0,0,2,0,2
NA,"T.Taylor",1,1,7,0,0,0,0,0,1,0,1
NA,"T.Taylor",35,20,259,0,1,0,0,0,20,0,6
NA,"T.Taylor",9,5,26,0,0,0,0,0,5,0,4
NA,"T.Taylor",13,9,115,0,0,0,0,0,9,0,5
NA,"T.Taylor",3,3,10,0,0,0,0,0,3,0,3
NA,"T.Taylor",18,11,107,0,1,0,0,0,11,0,5
NA,"T.Taylor",5,5,59,0,0,0,0,0,5,0,2
NA,"T.Taylor",1,0,0,0,1,0,0,0,0,0,1
NA,"T.Taylor",15,10,72,0,1,0,0,0,10,0,4
NA,"T.Taylor",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Taylor",25,16,202,0,2,0,0,0,16,0,8
NA,"T.Taylor",35,27,289,0,0,0,0,0,27,0,7
NA,"T.Taylor",2,2,7,0,0,0,0,0,2,0,2
NA,"T.Taylor",3,3,18,0,0,0,0,0,3,0,2
NA,"T.Taylor",8,5,73,0,0,0,0,0,5,0,1
NA,"T.Taylor",11,7,71,0,0,0,0,0,7,0,5
NA,"T.Taylor",5,2,7,0,0,0,0,0,2,1,2
NA,"T.Taylor",2,1,16,0,0,0,0,0,1,0,2
NA,"T.Taylor",14,8,121,0,0,0,0,0,8,0,4
NA,"T.Taylor",8,4,37,0,0,0,0,0,4,0,1
NA,"T.Taylor",6,4,19,0,0,0,0,0,4,0,5
NA,"T.Taylor",1,1,-2,0,0,0,0,0,1,0,1
NA,"T.Taylor",3,1,-1,0,0,0,0,0,1,0,2
NA,"T.Taylor",9,4,69,0,0,0,0,0,4,0,1
NA,"T.Taylor",14,8,103,0,0,0,0,0,8,0,6
NA,"T.Taylor",1,1,9,0,0,0,0,0,1,0,1
NA,"T.Taylor",13,9,96,0,0,0,0,0,9,1,4
NA,"T.Taylor",2,2,23,0,0,0,0,0,2,0,1
NA,"T.Taylor",1,0,0,0,0,0,0,0,0,0,1
NA,"T.Taylor",6,5,48,0,0,0,0,0,5,0,4
NA,"T.Taylor",1,1,11,0,0,0,0,0,1,0,1
NA,"T.Taylor",1,1,5,0,0,0,0,0,1,0,1
NA,"T.Taylor",22,14,85,0,1,0,0,0,14,0,6
NA,"T.Taylor",8,4,21,0,1,0,0,0,4,0,4
NA,"T.Taylor",2,1,10,0,0,0,0,0,1,0,1
NA,"T.Taylor",32,22,236,0,0,0,0,0,22,0,8
NA,"T.Taylor",51,0,0,0,1,44,328,0,0,5,18
NA,"T.Townsend",1,1,13,0,0,0,0,0,1,0,1
NA,"T.Townsend",1,1,11,0,0,0,0,0,1,0,1
NA,"T.Townsend",1,1,16,0,0,0,0,0,1,0,1
NA,"T.Townsend",1,0,0,0,0,0,0,0,0,0,1
NA,"W.Grier",1,1,3,0,0,0,0,0,1,0,1
NA,"W.Grier",3,2,16,0,0,0,0,0,2,0,1
NA,"W.Grier",18,16,123,0,0,0,0,0,16,0,2
NA,"W.Grier",6,2,17,0,0,0,0,0,2,0,2
NA,"W.Grier",2,1,1,0,0,0,0,0,1,0,1
NA,"W.Grier",2,0,0,0,2,0,0,0,0,0,1
NA,"W.Grier",6,2,33,0,0,0,0,0,2,0,2
NA,"W.Grier",4,3,16,0,0,0,0,0,3,0,2
NA,"W.Grier",6,1,19,0,1,0,0,0,1,0,2
NA,"W.Grier",9,0,0,0,0,5,22,0,0,0,2
NA,"W.Levis",19,12,213,0,0,0,0,0,12,0,9
NA,"W.Levis",37,26,273,0,0,0,0,0,26,0,8
NA,"W.Levis",21,16,86,0,0,0,0,0,16,0,8
